record_id,name,name_alphabetized,operational_status,organization_type,description,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,budget_code,open_datasets_url,founding_year,principal_officer_full_name,principal_officer_given_name,principal_officer_middle_name_or_initial,principal_officer_family_name,principal_officer_suffix,principal_officer_name,principal_officer_title,principal_officer_contact_url,notes,instance_of,name_nycgov_agency_list,name_nycgov_mayors_office,name_nyc_open_data_portal,name_oda,name_cpo,name_wegov,name_greenbook,name_checkbook,name_hoo,name_ops,in_org_chart,reports_to,reporting_notes,jan_2025_org_chart,listed_in_nyc_gov_agency_directory
NYC_GOID_000437,Teachers' Retirement System of City of New York,Teachers' Retirement System of City of New York,Active,Pension Fund,"The Teachers' Retirement System of the City of New York (TRSNYC) is a public pension fund that provides New York City educators with retirement, disability, and death benefits. TRSNYC was established on August 1, 1917 and is currently the second-largest New York City pension system. We are also one of the largest pension plan sponsors in the United States, with more than $72 billion in assets as of June 30, 2018 and over 200,000 active and inactive members, retirees and beneficiaries.",https://www.trsnyc.org,,TRS,,,,1917,Patricia Reilly,Patricia,,Reilly,,Patricia Reilly,Executive Director,https://www.trsnyc.org/memberportal/Resources/ResContactUs,,,Teachers' Retirement System of the City of New York,Teachers' Retirement System of the City of New York,,Teacher's Retirement System of the City of New York (TRS),Teacher's Retirement System,Teachers' Retirement System,Teachers' Retirement System,,Teachers' Retirement System of the City of New York,Teachers' Retirement System of City of New York,,,,FALSE,TRUE
NYC_GOID_000439,Temporary Commercial Incentive Area Boundary Commission,"Commercial Incentive Area Boundary, Temporary Commission",Verification Pending,Advisory or Regulatory Organization,,,,ICAP,,,,,,,,,,,,,,,,,,,,,,,,Temporary Commercial Incentive Area Boundary Commission (ICAP),,,,FALSE,FALSE
NYC_GOID_000440,Temporary Task Force on Post-Incarceration Reentry for Older Adults,"Post-Incarceration Reentry for Older Adults, Temporary Task Force on",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temporary Task Force on Post-Incarceration Reentry for Older Adults,,,,FALSE,FALSE
NYC_GOID_000441,Temporary Task Force to Review Tax Lien Sales,"Review Tax Lien Sales, Temporary Task Force to",Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/finance/taxes/property-lien-sales.page,,,,,,,,,,,,,,,,,,,,,,,,,,Temporary Task Force to Review Tax Lien Sales,,,,FALSE,FALSE
NYC_GOID_000442,Theater Subdistrict Council Local Development Corporation,Theater Subdistrict Council Local Development Corporation,Verification Pending,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theater Subdistrict Council Local Development Corporation,,,,FALSE,FALSE
NYC_GOID_000443,Three Quarter Housing Task Force,Three Quarter Housing Task Force,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/content/tenantprotection/pages/tqh-task-force,,,,,,,,,,,,,,,,,,,,,,,,,,Three Quarter Housing Task Force,,,,FALSE,TRUE
NYC_GOID_000444,Times Square Alliance,Times Square Alliance,Active,Nonprofit Organization,,https://www.timessquarenyc.org/,,TSA,,,,1992,Tom Harris,Tom,,Harris,,Tom Harris,President,,,,,,,Times Square Alliance (TSA),,,,,,,,,,FALSE,FALSE
NYC_GOID_000445,Tobacco Settlement Asset Securitization Corporation,Tobacco Settlement Asset Securitization Corporation,Active,Public Benefit or Development Organization,,https://www1.nyc.gov/site/tsasc/index.page,,TSASC,,,,,David Womack,David,,Womack,,,President,,,,,,,,,,,,,Tobacco Settlement Asset Securitization Corporation,,,,FALSE,TRUE
NYC_GOID_000446,Traffic Mobility Review Board,Traffic Mobility Review Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Traffic Mobility Review Board (aka Congestion Pricing),,,,FALSE,FALSE
NYC_GOID_000447,Transportation of Students in Temporary Housing Task Force,Transportation of Students in Temporary Housing Task Force,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation of Students in Temporary Housing Task Force,,,,FALSE,FALSE
NYC_GOID_000448,Trust for Cultural Resources,"Cultural Resources, Trust for",Active,Public Benefit or Development Organization,,https://www.tcrnyc.org/,,TCR,,,,,,,,,,,,,,,,,,,,,,,,Trust for Cultural Resources,,,,FALSE,FALSE
NYC_GOID_000449,Trust for Governors Island,"Governors Island, Trust for",Active,Public Benefit or Development Organization,"The Trust for Gov­er­nors Island is the 501(c)(3) non-prof­it orga­ni­za­tion cre­at­ed by the City of New York respon­si­ble for the plan­ning, oper­a­tions and ongo­ing devel­op­ment of Gov­er­nors Island. The Trust's mis­sion is to real­ize the full poten­tial of Gov­er­nors Island for the inspi­ra­tion and enjoy­ment of all New York­ers, demon­strat­ing a bold vision for pub­lic space.",https://www.govisland.com/about/the-trust-for-governors-island,,,,,,2003,Clare Newman,Clare,,Newman,,Clare Newman,President and CEO,https://www.govisland.com/about,,,"Governors Island, Trust for","Governors Island, Trust for",,,,,"Governors Island, Trust for",,"Governors Island, Trust for",Trust for Governors Island,,,,FALSE,FALSE
NYC_GOID_000450,"TSASC, Inc.","TSASC, Inc.",Active,Public Benefit or Development Organization,"TSASC, Inc. is a local development corporation created as a financing entity whose purpose is to issue and sell bonds and notes to fund a portion of the capital program of the City of New York. TSASC issued debt secured by tobacco settlement revenues.",https://www.nyc.gov/site/tsasc/index.page,,,,,,2007,David Womack,David,,Womack,,David Womack,President,https://www.nyc.gov/site/tsasc/contact/contact.page,,,"TSASC, Inc.","TSASC, Inc.",,,,,,,"TSASC, Inc",,,,,FALSE,TRUE
NYC_GOID_000451,Union Square Partnership,Union Square Partnership,Active,Nonprofit Organization,,https://www.unionsquarenyc.org/,,,,,,1980,Julie Stein,Julie,,Stein,,Julie Stein,Executive Director,,,,,,,Union Square Partnership,,,,,,,,,,FALSE,FALSE
NYC_GOID_000452,United Nations Development Corporation,United Nations Development Corporation,Active,Public Benefit or Development Organization,,https://undc.org/,,UNDC,,,,1968,Robert Cole,Robert,,Cole,,,Executive Vice President & General Counsel,,,,,,,,,,United Nations Development Corporation,,,United Nations Development Corporation,,,,FALSE,TRUE
NYC_GOID_000454,Urban Agricultural Advisory Board,Urban Agricultural Advisory Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban Agricultural Advisory Board,,,,FALSE,FALSE
NYC_GOID_000455,Vehicle Removal Task Force,Vehicle Removal Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle Removal Task Force,,,,FALSE,FALSE
NYC_GOID_000456,Veterans Advisory Board,Veterans Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/veterans/community/veterans-advisory-board.page,,VAB,,,,,,,,,,,,,,,,,,,,,,,,Veterans Advisory Board,,,,FALSE,TRUE
NYC_GOID_000457,The Village Alliance,The Village Alliance,Active,Nonprofit Organization,,https://greenwichvillage.nyc/,,,,,,1993,Scott Hobbs,Scott,,Hobbs,,Scott Hobbs,Executive Director,,,,,,,The Village Alliance,,,,,,,,,,FALSE,FALSE
NYC_GOID_000458,Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,Active,Advisory or Regulatory Organization,,https://nyccfb.info/about/vaac,,VAAC,,,,2010,,,,,,,,,,,,,,,,,,,,Voter Assistance Advisory Committee,,,,FALSE,TRUE
NYC_GOID_000459,New York City Water Board,"Water Board, New York City",Active,Public Benefit or Development Organization,"The New York City Water Board's mission is to establish rates for and distribute the collected revenues of the Water and Sewer System (the ""System"") of the City of New York, proactively considering the optimal level to achieve efficient financing of the System's infrastructure and sustainable provision of high-quality service at a fair price to our customers.",https://www.nyc.gov/site/nycwaterboard/index.page,,NYWB,,,,1905,Nerissa Moray,Nerissa,L.,Moray,Jr.,"Alfonso L. Carney, Jr.",Executive Director,https://www.nyc.gov/site/nycwaterboard/contact/contact.page,,,Water Board (NYWB),Water Board (NYWB),,New York City Water Board (NYWB),,New York City Water Board,,,Water Board (NYWB),Water Board,,,,FALSE,TRUE
NYC_GOID_000460,Waterfront Management Advisory Board,Waterfront Management Advisory Board,Verification Pending,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/planning/about/wmab/wmab.page,,,,,,,Michael L. Marrella,Michael,L.,Marrella,,Michael L. Marrella,Chair,,,,,,,,,,,,,Waterfront Management Advisory Board,,,,FALSE,FALSE
NYC_GOID_000461,Workforce Development Board,Workforce Development Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/wkdev/workforce-board/about-the-board.page,,,,,,,,,,,,Chris Neale,,,,,,,,,,,,,,Workforce Development Board,,,,FALSE,TRUE
NYC_GOID_000462,Workforce Development Council,Workforce Development Council,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/wkdev/workforce-board/about-the-council.page,,,,,,,,,,,,Rob Speyer,,,,,,,,,,,,,,Workforce Development Council,,,,FALSE,FALSE
NYC_GOID_000463,Workplace Health and Safety Guidance Review Board,Workplace Health and Safety Guidance Review Board,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workplace Health and Safety Guidance Review Board,,,,FALSE,FALSE
NYC_GOID_000464,National September 11 Memorial and Museum,National September 11 Memorial and Museum,Active,Nonprofit Organization,,https://www.911memorial.org/,World Trade Center Memorial Foundation;9/11 Memorial & Museum,,,,,,Elizabeth L. Hillman,Elizabeth,L.,Hillman,,Elizabeth L. Hillman,President and CEO,,,,,,,,,,,,,World Trade Center Captive Insurance Company,,,,FALSE,FALSE
NYC_GOID_000465,Perelman Performing Arts Center,Perelman Performing Arts Center,Active,Nonprofit Organization,,https://pacnyc.org/,World Trade Center Performing Arts Center;PAC NYC,PACNYC,,,,,Khady Kamara Nunez,Khady,Kamara,Nunez,,Khady Kamara Nunez,Executive Director,,,,,,,,,,,,,World Trade Center Memorial Foundation,,,,FALSE,FALSE
NYC_GOID_000466,World Trade Center Performing Arts Center,World Trade Center Performing Arts Center,Reorganized,Nonprofit Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Trade Center Performing Arts Center,,,,FALSE,FALSE
NYC_GOID_000468,New York City Young Men's Initiative,"Young Men's Initiative, New York City",Active,Mayoral Office,"The NYC Young Men's Initiative (YMI) is a cross-agency enterprise that is culmination of 18 months of work, begun when New York City committed to finding new ways to tackle the crisis affecting its young Black and Latino men. The City pledged to invest a combination of public and private funds to support new programs and policies designed to address disparities between young Black and Latino men and their peers across numerous outcomes related to education, health, employment and the criminal justice system.",https://www.nyc.gov/site/ymi/index.page,Young Men's Initiative,YMI,,002,,2011,,,,,,Nathifa Forde,Executive Director,https://www.nyc.gov/site/ymi/contact/contact.page,,,NYC Young Men's Initiative,NYC Young Men's Initiative,,Young Men's Initiative (YMI),,Young Men's Initiative,,,NYC Young Men's Initiative,Young Men's Initiative,TRUE,Mayor's Office of Equity and Racial Justice,,TRUE,TRUE
NYC_GOID_000471,Mayor's Office - Senior Adviser to the Mayor and Director of Scheduling,Mayor's Office - Senior Adviser to the Mayor and Director of Scheduling,Active,Mayoral Office,,,,,,002,,,Gladys Miranda,Gladys,,Miranda,,Gladys Miranda,Senior Adviser to the Mayor and Director of Scheduling,,,,,,,,,,,,,,,,,FALSE,TRUE
NYC_GOID_000472,Mayor's Office - Senior Adviser for Severe Mental Illness,Mayor's Office - Senior Adviser for Severe Mental Illness,Active,Mayoral Office,,,,,,002,,,Brian Stettin,Brian,,Stettin,,Brian Stettin,Senior Adviser for Severe Mental Illness,,,,,,,,,,,,,,,,,FALSE,TRUE
NYC_GOID_000474,Director of Rodent Mitigation,"Rodent Mitigation, Director of",Active,Mayoral Office,,,Rat Czar,,,002,,,Kathleen Corradi,Kathleen,,Corradi,,Kathleen Corradi,Director,,,,,,,,,,,,,,,,,FALSE,TRUE
NYC_GOID_000476,Metropolitan Transportation Authority,Metropolitan Transportation Authority,Active,Public Benefit or Development Organization,,https://new.mta.info/,,MTA,,998,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Metropolitan+Transportation+Authority+%28MTA%29,1965,Janno Lieber,Janno,,Lieber,,Janno Lieber,Chair and Chief Executive Officer,,,,,,Metropolitan Transportation Authority (MTA),Metropolitan Transportation Authority (MTA),,,,,,Metropolitan Transportation Authority,,,,FALSE,TRUE
NYC_GOID_100001,Borough Boards,Borough Boards,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Office of the Borough President of The Bronx;Office of the Borough President of Brooklyn;Office of the Borough President of Manhattan;Office of the Borough President of Queens;Office of the Borough President of Staten Island,,TRUE,
NYC_GOID_100002,Office of the Special Narcotics Prosecutor,"Special Narcotics Prosecutor, Office of the",Active,Division,,https://www.snpnyc.org/,,,,,,,Bridget G. Brennan,Bridget,G.,Brennan,,Bridget G. Brennan,Special Narcotics Prosecutor,,,,,,,,,Office of the Special Narcotics Prosecutor,,,,NYC Office of the Special Narcotics Prosecutor,TRUE,Bronx County District Attorney's Office;Brooklyn District Attorney's Office;Manhattan District Attorney's Office;Queens District Attorney's Office;Office of the District Attorney Richmond County,,TRUE,
NYC_GOID_100003,Unity Project,Unity Project,Active,Division,,https://www.nyc.gov/content/unityproject/pages/,NYC Unity Project,UP,,,,2017,Ronald Porcelli,Ronald,,Porcelli,,Ronald Porcelli,Director,https://www.nyc.gov/content/unityproject/pages/contact,,,,,,Unity Project (UP),,Unity Project,,,,The Unity Project,TRUE,Mayor's Office of Equity and Racial Justice,,TRUE,
NYC_GOID_100004,NYC HER Future,NYC HER Future,Active,Division,,https://www.nyc.gov/content/nycherfuture/pages/,,,,,,,Nathifa Forde,Nathifa,,Forde,,Nathifa Forde,Executive Director,https://www.nyc.gov/content/nycherfuture/pages/get-involved,,,,,,,,,,,,,TRUE,Mayor's Office of Equity and Racial Justice,,TRUE,
NYC_GOID_100005,Sheriff,Sheriff,Active,Division,,https://www.nyc.gov/site/finance/sheriff-courts/sheriff.page,NYC Sheriff,,,,,,Anthony Miranda,Anthony,,Miranda,,Anthony Miranda,Sheriff,https://www.nyc.gov/site/finance/about/contact-us.page,,,,,,,,,,,,Sheriff,TRUE,Department of Finance,,TRUE,
NYC_GOID_100006,Mayor's Office of Urban Agriculture,"Urban Agriculture, Mayor's Office of",Active,Division,,https://www1.nyc.gov/site/agriculture/index.page,,MOUA,,,,2022,Qiana Mickie,Qiana,,Mickie,,Qiana Mickie,Director,https://www.nyc.gov/site/agriculture/contact/contact.page,,,"Urban Agriculture, Mayor's Office of","Urban Agriculture, Mayor's Office of",,Mayor's Office of Urban Agriculture,Mayor's Office of Urban Agriculture,,,,,Mayor's Office of Urban Agriculture,TRUE,Mayor's Office of Climate and Environmental Justice,,TRUE,
NYC_GOID_100007,Director of Communications,"Communications, Director of",Active,Mayoral Office,,,,,,002,,,,,,,,Kate Smart,,,,,,,,,,,,,,,TRUE,Deputy Mayor for Communications,,TRUE,
NYC_GOID_100008,Office of Creative Communications,"Creative Communications, Office of",Active,Mayoral Office,,,,,,002,,,,,,,,Caroline Rubinstein-Willis,Associate Director for Digital Communications,,,,,,,,,,,,,Creative Communications,TRUE,Deputy Mayor for Communications,,TRUE,
NYC_GOID_100009,Office of the City Clerk,"City Clerk, Office of the",Active,Division,,https://www.cityclerk.nyc.gov/content/,,,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+the+City+Clerk+%28OCC%29,,Michael McSweeney,Michael,,McSweeney,,Michael McSweeney,City Clerk and Clerk of the Council,,,,,,,,,Office of the City Clerk,,,,Office of the City Clerk,TRUE,City Council,,TRUE,TRUE
